Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
GRSM-6432,Great Smoky Mountains National Park,Insect,Neuroptera,Hemerobiidae,Hemerobius stigma,None,In Review,,,,,,
GRSM-6433,Great Smoky Mountains National Park,Insect,Neuroptera,Hemerobiidae,Micromus montanus,None,In Review,,,,,,
GRSM-6434,Great Smoky Mountains National Park,Insect,Neuroptera,Hemerobiidae,Micromus posticus,None,In Review,,,,,,
GRSM-6435,Great Smoky Mountains National Park,Insect,Neuroptera,Hemerobiidae,Micromus subanticus,None,In Review,,,,,,
GRSM-6436,Great Smoky Mountains National Park,Insect,Neuroptera,Hemerobiidae,Wesmaelius nervosus,None,In Review,,,,,,
GRSM-6437,Great Smoky Mountains National Park,Insect,Odonata,Aeshnidae,Aeshna umbrosa,"Shadow Darner, Shadow Darner",In Review,,,,,,
GRSM-6438,Great Smoky Mountains National Park,Insect,Odonata,Aeshnidae,Anax junius,Common Green Darner (Dragonfly),In Review,Present,,,,,
GRSM-6439,Great Smoky Mountains National Park,Insect,Odonata,Aeshnidae,Anax longipes,Comet Darner,In Review,Present,,,,,
GRSM-6440,Great Smoky Mountains National Park,Insect,Odonata,Aeshnidae,Basiaeschna janata,Springtime Darner,In Review,Present,,,,,
GRSM-6441,Great Smoky Mountains National Park,Insect,Odonata,Aeshnidae,Boyeria,None,In Review,,,,,,
GRSM-6442,Great Smoky Mountains National Park,Insect,Odonata,Aeshnidae,Boyeria grafiana,Ocellated Darner,In Review,,,,,,
GRSM-6443,Great Smoky Mountains National Park,Insect,Odonata,Aeshnidae,Boyeria vinosa,Fawn Darner,In Review,Present,,,,,
GRSM-6444,Great Smoky Mountains National Park,Insect,Odonata,Aeshnidae,Epiaeschna heros,Swamp Darner,In Review,Present,,,,,
GRSM-6445,Great Smoky Mountains National Park,Insect,Odonata,Calopterygidae,Calopteryx,None,In Review,,,,,,
GRSM-6446,Great Smoky Mountains National Park,Insect,Odonata,Calopterygidae,Calopteryx amata,Superb Jewelwing,In Review,Present,,,,,
GRSM-6447,Great Smoky Mountains National Park,Insect,Odonata,Calopterygidae,Calopteryx angustipennis,Appalachian Jewelwing,In Review,,,,,,
GRSM-6448,Great Smoky Mountains National Park,Insect,Odonata,Calopterygidae,Calopteryx maculata,Ebony Damselfly,In Review,Present,,,,,
GRSM-6449,Great Smoky Mountains National Park,Insect,Odonata,Calopterygidae,Hetaerina,None,In Review,,,,,,
GRSM-6450,Great Smoky Mountains National Park,Insect,Odonata,Calopterygidae,Hetaerina americana,American Ruby Spot,In Review,Present,,,,,
GRSM-6451,Great Smoky Mountains National Park,Insect,Odonata,Coenagrionidae,Argia,None,In Review,,,,,,
GRSM-6452,Great Smoky Mountains National Park,Insect,Odonata,Coenagrionidae,Argia apicalis,Blue-Fronted Dancer,In Review,,,,,,
GRSM-6453,Great Smoky Mountains National Park,Insect,Odonata,Coenagrionidae,Argia fumipennis violacea,None,In Review,,,,,,
GRSM-6454,Great Smoky Mountains National Park,Insect,Odonata,Coenagrionidae,Argia moesta,Powdered Dancer,In Review,Present,,,,,
GRSM-6455,Great Smoky Mountains National Park,Insect,Odonata,Coenagrionidae,Enallagma,None,In Review,,,,,,
GRSM-6456,Great Smoky Mountains National Park,Insect,Odonata,Coenagrionidae,Enallagma aspersum,Azure Bluet,In Review,Present,,,,,
GRSM-6457,Great Smoky Mountains National Park,Insect,Odonata,Coenagrionidae,Ischnura posita,Fragile Forktail,In Review,Present,,,,,
GRSM-6458,Great Smoky Mountains National Park,Insect,Odonata,Cordulegastridae,Cordulegaster,None,In Review,,,,,,
GRSM-6459,Great Smoky Mountains National Park,Insect,Odonata,Cordulegastridae,Cordulegaster diastatops,Delta-Spotted Spiketail,In Review,,,,,,
GRSM-6460,Great Smoky Mountains National Park,Insect,Odonata,Cordulegastridae,Cordulegaster erronea,Tiger Spiketail,In Review,Present,,,,,
GRSM-6461,Great Smoky Mountains National Park,Insect,Odonata,Cordulegastridae,Cordulegaster maculata,Twin-Spotted Spiketail,In Review,,,,,,
GRSM-6462,Great Smoky Mountains National Park,Insect,Odonata,Corduliidae,Epitheca cynosura,Common Baskettail,In Review,Present,,,,,
GRSM-6463,Great Smoky Mountains National Park,Insect,Odonata,Corduliidae,Helocordulia,None,In Review,,,,,,
GRSM-6464,Great Smoky Mountains National Park,Insect,Odonata,Corduliidae,Macromia,None,In Review,,,,,,
GRSM-6465,Great Smoky Mountains National Park,Insect,Odonata,Corduliidae,Macromia margarita,Mountain River Cruiser,In Review,,,,,Under Review,
GRSM-6466,Great Smoky Mountains National Park,Insect,Odonata,Corduliidae,Neurocordulia virginiensis,Cinnamon Shadowdragon,In Review,,,,,,
GRSM-6467,Great Smoky Mountains National Park,Insect,Odonata,Corduliidae,Somatochlora,None,In Review,,,,,,
GRSM-6468,Great Smoky Mountains National Park,Insect,Odonata,Corduliidae,Somatochlora tenebrosa,Clamp-Tipped Emerald,In Review,Present,,,,,
GRSM-6469,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Dromogomphus spinosus,Black-Shouldered Spinyleg,In Review,,,,,,
GRSM-6470,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Gomphus,None,In Review,,,,,,
GRSM-6471,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Gomphus adelphus,Mustached Clubtail,In Review,,,,,,
GRSM-6472,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Gomphus exilis,Lancet Clubtail,In Review,,,,,,
GRSM-6473,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Gomphus floccosus,None,In Review,Present,,,,,
GRSM-6474,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Gomphus lividus,Ashy Clubtail,In Review,Present,,,,,
GRSM-6475,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Gomphus parvidens,Piedmont Clubtail,In Review,,,,,,
GRSM-6476,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Gomphus quadricolor,Rapids Clubtail,In Review,,,,,,
GRSM-6477,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Gomphus rogersi,Sable Clubtail,In Review,,,,,,
GRSM-6478,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Hagenius brevistylus,Dragonhunter,In Review,Present,,,,,
GRSM-6479,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Lanthus parvulus,Northern Pygmy Clubtail,In Review,,,,,,
GRSM-6480,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Lanthus vernalis,Southern Pygmy Clubtail,In Review,Present,,,,,
GRSM-6481,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Ophiogomphus,None,In Review,,,,,,
GRSM-6482,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Ophiogomphus mainensis,Maine Snaketail,In Review,,,,,,
GRSM-6483,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Stylogomphus,None,In Review,,,,,,
GRSM-6484,Great Smoky Mountains National Park,Insect,Odonata,Gomphidae,Stylogomphus albistylus,Eastern Least Clubtail,In Review,,,,,,
GRSM-6485,Great Smoky Mountains National Park,Insect,Odonata,Lestidae,Lestes eurinus,Amber-Winged Spreadwing,In Review,Present,,,,,
GRSM-6486,Great Smoky Mountains National Park,Insect,Odonata,Lestidae,Lestes forcipatus,Sweetflag Spreadwing,In Review,Present,,,,,
GRSM-6487,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Celithemis fasciata,Banded Pennant,In Review,Present,,,,,
GRSM-6488,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Libellula lydia,None,In Review,Present,,,,,
GRSM-6489,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Libellula semifasciata,Painted Skimmer,In Review,Present,,,,,
GRSM-6490,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Libellula vibrans,Great Blue Skimmer,In Review,Present,,,,,
GRSM-6491,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Pachydiplax longipennis,Blue Dasher,In Review,,,,,,
GRSM-6492,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Perithemis tenera,Eastern Amberwing,In Review,Present,,,,,
GRSM-6493,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Sympetrum ambiguum,Meadowfly (A Dragonfly),In Review,Present,,,,,
GRSM-6494,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Sympetrum rubicundulum,Ruby Meadowhawk,In Review,Present,,,,,
GRSM-6495,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Tramea carolina,Carolina Saddlebags,In Review,Present,,,,,
GRSM-6496,Great Smoky Mountains National Park,Insect,Odonata,Libellulidae,Tramea lacerata,Blackmantled Glider (Dragonfly),In Review,Present,,,,,
GRSM-6497,Great Smoky Mountains National Park,Insect,Odonata,Petaluridae,Tachopteryx thoreyi,Gray Petaltail,In Review,Present,,,,,
GRSM-6498,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Acrididae,"Grasshoppers, Short-Horned Grasshoppers",In Review,,,,,,
GRSM-6499,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Chortophaga viridifasciata,Greenstriped Grasshopper,In Review,,,,,,
GRSM-6500,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Dichromorpha viridis,None,In Review,,,,,,
GRSM-6501,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus,None,In Review,,,,,,
GRSM-6502,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus bivittatus,"Twostriped Grasshopper, Two-Striped Grasshopper",In Review,,,,,,
GRSM-6503,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus cherokee,None,In Review,,,,,,
GRSM-6504,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus divergens,None,In Review,,,,,,
GRSM-6505,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus femurrubrum,Redlegged Grasshopper,In Review,,,,,,
GRSM-6506,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus gracilis,None,In Review,,,,,,
GRSM-6507,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus punctulatus arboreus,None,In Review,,,,,,
GRSM-6508,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus sanguinipes vulturnus,None,In Review,,,,,,
GRSM-6509,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus tribulus,None,In Review,,,,,,
GRSM-6510,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Melanoplus walshii,None,In Review,,,,,,
GRSM-6511,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Oedipodinae,None,In Review,,,,,,
GRSM-6512,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Schistocerca,None,In Review,,,,,,
GRSM-6513,Great Smoky Mountains National Park,Insect,Orthoptera,Acrididae,Schistocerca americana,American Bird Locust,In Review,Present,,,,,
GRSM-6514,Great Smoky Mountains National Park,Insect,Orthoptera,Gryllacrididae,Camptonotus carolinensis,None,In Review,,,,,,
GRSM-6515,Great Smoky Mountains National Park,Insect,Orthoptera,Gryllacrididae,Gryllacrididae,"Camel Crickets, Cave Crickets, Wingless Long-Horned Grasshoppers",In Review,,,,,,
GRSM-6516,Great Smoky Mountains National Park,Insect,Orthoptera,Gryllidae,Gryllidae,Crickets,In Review,,,,,,
GRSM-6517,Great Smoky Mountains National Park,Insect,Orthoptera,Gryllidae,Gryllus,None,In Review,,,,,,
GRSM-6518,Great Smoky Mountains National Park,Insect,Orthoptera,Gryllidae,Gryllus pennsylvanicus,None,In Review,,,,,,
GRSM-6519,Great Smoky Mountains National Park,Insect,Orthoptera,Gryllotalpidae,Neocurtilla hexadactyla,Northern Mole Cricket,In Review,,,,,,
GRSM-6520,Great Smoky Mountains National Park,Insect,Orthoptera,Oecanthidae,Neoxabea bipunctata,None,In Review,Present,,,,,
GRSM-6521,Great Smoky Mountains National Park,Insect,Orthoptera,Oecanthidae,Oecanthus,None,In Review,,,,,,
GRSM-6522,Great Smoky Mountains National Park,Insect,Orthoptera,Oecanthidae,Oecanthus fultoni,Snowy Tree Cricket,In Review,Present,,,,,
GRSM-6523,Great Smoky Mountains National Park,Insect,Orthoptera,Oecanthidae,Oecanthus nigricornis,Black Horned Tree Cricket,In Review,Present,,,,,
GRSM-6524,Great Smoky Mountains National Park,Insect,Orthoptera,Podoscirtidae,Orocharis saltator,Jumping Bush Cricket,In Review,,,,,,
GRSM-6525,Great Smoky Mountains National Park,Insect,Orthoptera,Rhaphidophoridae,Ceuthophilus gracilipes angulosus,None,In Review,,,,,,
GRSM-6526,Great Smoky Mountains National Park,Insect,Orthoptera,Rhaphidophoridae,Ceuthophilus gracilipes gracilipes,None,In Review,,,,,,
GRSM-6527,Great Smoky Mountains National Park,Insect,Orthoptera,Rhaphidophoridae,Ceuthophilus pallidipes,None,In Review,,,,,,
GRSM-6528,Great Smoky Mountains National Park,Insect,Orthoptera,Rhaphidophoridae,Ceuthophilus secretus,Secret Cave Cricket,In Review,Present,,,,,
GRSM-6529,Great Smoky Mountains National Park,Insect,Orthoptera,Rhaphidophoridae,Ceuthophilus species,None,In Review,,,,,,
GRSM-6530,Great Smoky Mountains National Park,Insect,Orthoptera,Rhaphidophoridae,Ceuthophilus uhleri,None,In Review,,,,,,
GRSM-6531,Great Smoky Mountains National Park,Insect,Orthoptera,Rhaphidophoridae,Euhadenoecus puteanus,None,In Review,,,,,,
GRSM-6532,Great Smoky Mountains National Park,Insect,Orthoptera,Rhaphidophoridae,Euhadenoecus species,None,In Review,,,,,,
GRSM-6533,Great Smoky Mountains National Park,Insect,Orthoptera,Tetrigidae,Tettigidea armata,Armoured Grouse Locust,In Review,,,,,,
GRSM-6534,Great Smoky Mountains National Park,Insect,Orthoptera,Tetrigidae,Tettigidea lateralis lateralis,None,In Review,,,,,,
GRSM-6535,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Amblycorypha oblongifolia,None,In Review,,,,,,
GRSM-6536,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Amblycorypha species,None,In Review,,,,,,
GRSM-6537,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Amblycorypha uhleri,None,In Review,,,,,,
GRSM-6538,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Atlanticus monticola monticola,None,In Review,,,,,,
GRSM-6539,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Atlanticus monticula monticula,None,In Review,,,,,,
GRSM-6540,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Atlanticus species,None,In Review,,,,,,
GRSM-6541,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Microcentrum retinerve,Angularwinged Katydid,In Review,,,,,,
GRSM-6542,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Neoconocephalus retusus,None,In Review,,,,,,
GRSM-6543,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Neoconocephalus species,None,In Review,,,,,,
GRSM-6544,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Pterophylla camellifolia,None,In Review,,,,,,
GRSM-6545,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Scudderia,None,In Review,,,,,,
GRSM-6546,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Scudderia furcata furcata,None,In Review,,,,,,
GRSM-6547,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Scudderia septentrionalis,Northern Bush Katydid,In Review,,,,,,
GRSM-6548,Great Smoky Mountains National Park,Insect,Orthoptera,Tettigoniidae,Tettigoniidae,"Katydids, Long-Horned Grasshoppers",In Review,,,,,,
GRSM-6549,Great Smoky Mountains National Park,Insect,Orthoptera,Trigonidiidae,Allonemobius,None,In Review,,,,,,
GRSM-6550,Great Smoky Mountains National Park,Insect,Orthoptera,Trigonidiidae,Allonemobius socius,None,In Review,,,,,,
GRSM-6551,Great Smoky Mountains National Park,Insect,Orthoptera,Trigonidiidae,Anaxipha delicatula,None,In Review,,,,,,
GRSM-6552,Great Smoky Mountains National Park,Insect,Orthoptera,Trigonidiidae,Cyrtoxipha columbiana,Columbian Trig,In Review,,,,,,
GRSM-6553,Great Smoky Mountains National Park,Insect,Orthoptera,Trigonidiidae,Eunemobius confusus,None,In Review,,,,,,
GRSM-6554,Great Smoky Mountains National Park,Insect,Orthoptera,Trigonidiidae,Falcicula hebardi,Hebard's Bush Cricket,In Review,,,,,,
GRSM-6555,Great Smoky Mountains National Park,Insect,Orthoptera,Trigonidiidae,Phyllopalpus pulchellus,None,In Review,,,,,,
GRSM-6556,Great Smoky Mountains National Park,Insect,Phasmida,Pseudophasmatidae,Anisomorpha buprestoides,None,In Review,Present,,,,,
GRSM-6557,Great Smoky Mountains National Park,Insect,Plecoptera,Capniidae,Allocapnia,None,In Review,,,,,,
GRSM-6558,Great Smoky Mountains National Park,Insect,Plecoptera,Capniidae,Allocapnia aurora,None,In Review,,,,,,
GRSM-6559,Great Smoky Mountains National Park,Insect,Plecoptera,Capniidae,Allocapnia fumosa,None,In Review,,,,,Under Review,
GRSM-6560,Great Smoky Mountains National Park,Insect,Plecoptera,Capniidae,Allocapnia recta,None,In Review,,,,,,
GRSM-6561,Great Smoky Mountains National Park,Insect,Plecoptera,Capniidae,Allocapnia stannardi,None,In Review,,,,,,
GRSM-6562,Great Smoky Mountains National Park,Insect,Plecoptera,Capniidae,Paracapnia angulata,None,In Review,,,,,,
GRSM-6563,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Alloperla,None,In Review,,,,,,
GRSM-6564,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Alloperla caudata,None,In Review,,,,,,
GRSM-6565,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Alloperla nanina,None,In Review,,,,,,
GRSM-6566,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Alloperla neglecta,None,In Review,,,,,,
GRSM-6567,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Alloperla usa,None,In Review,,,,,,
GRSM-6568,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Haploperla brevis,None,In Review,,,,,,
GRSM-6569,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Rasvena terna,None,In Review,,,,,,
GRSM-6570,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Suwallia marginata,None,In Review,,,,,,
GRSM-6571,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Sweltsa,None,In Review,,,,,,
GRSM-6572,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Sweltsa lateralis,None,In Review,,,,,,
GRSM-6573,Great Smoky Mountains National Park,Insect,Plecoptera,Chloroperlidae,Sweltsa mediana,None,In Review,,,,,,
GRSM-6574,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra,None,In Review,,,,,,
GRSM-6575,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra alexanderi,None,In Review,,,,,,
GRSM-6576,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra biloba,None,In Review,,,,,,
GRSM-6577,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra carolinensis,None,In Review,,,,,,
GRSM-6578,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra decepta,None,In Review,,,,,,
GRSM-6579,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra ferruginea,None,In Review,,,,,,
GRSM-6580,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra grandis,None,In Review,,,,,,
GRSM-6581,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra maria,None,In Review,,,,,,
GRSM-6582,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra mitchellensis,None,In Review,,,,,,
GRSM-6583,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra nephophila,None,In Review,,,,,,
GRSM-6584,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra sibleyi,None,In Review,,,,,,
GRSM-6585,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra tenella,None,In Review,,,,,,
GRSM-6586,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra tenuis,None,In Review,,,,,,
GRSM-6587,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Leuctra triloba,None,In Review,,,,,,
